id_pivo,umidade,temperatura,ph,n,p,k,estado_bomba,capturado_em,hora,dia_semana,estado_bomba_bin,rendimento,volume_irrigacao,necessidade_fertilizacao
p3,69.49,17.59,7.12,6,16,61,OFF,2026-05-19 00:29:05,0,1,0,8.488853674561291,0.0,57.94654492875311
p1,77.09,23.49,7.52,21,3,72,ON,2026-05-19 00:29:07,0,1,1,6.06815839386304,0.0,61.714146940282596
p2,57.33,37.87,6.72,56,42,63,OFF,2026-05-19 00:29:08,0,1,0,5.486541772381569,8.94588075433751,19.53368851725708
p2,51.97,39.31,7.23,90,33,96,OFF,2026-05-19 00:29:09,0,1,0,0.7486059152250304,11.549608490369765,13.506128133446218
p1,64.64,25.04,4.77,25,41,19,OFF,2026-05-19 00:29:09,0,1,0,0.0,0.8702947350423502,57.74929211312377
p2,51.22,38.12,5.88,86,26,43,ON,2026-05-19 00:29:14,0,1,1,0.0,15.329829224212723,31.959926099284214
p2,73.42,16.67,6.78,69,92,30,OFF,2026-05-19 00:29:14,0,1,0,19.094632111177603,0.0,22.310656423708217
p3,58.2,29.89,4.54,40,79,99,OFF,2026-05-19 00:29:18,0,1,0,2.830165591853283,6.613831362384189,19.35014771800777
p1,56.12,34.15,6.89,0,64,19,ON,2026-05-19 00:29:27,0,1,1,7.953672806396055,10.76363510062616,58.49807599255295
p1,69.92,30.72,4.31,26,44,66,OFF,2026-05-19 00:29:28,0,1,0,0.0,0.9805974144542859,30.92886760625329
p1,69.19,19.8,5.73,23,8,54,ON,2026-05-19 00:29:37,0,1,1,0.6670016969233004,0.0,56.99136640542102
p3,67.33,21.83,4.0,97,84,76,OFF,2026-05-19 00:29:39,0,1,0,0.0,2.0197437214597103,5.021923485813138
p1,69.08,20.59,5.83,10,68,39,OFF,2026-05-19 00:29:40,0,1,0,24.497781639033747,0.0,43.932886314011775
p2,75.49,22.16,4.68,93,21,63,OFF,2026-05-19 00:29:41,0,1,0,1.571621358813868,1.9807425378083519,21.889911405080117
p1,57.83,30.58,4.65,87,51,19,OFF,2026-05-19 00:29:43,0,1,0,0.0,7.966448086690799,26.469983036635487
p1,80.0,16.98,6.08,75,66,77,OFF,2026-05-19 00:29:43,0,1,0,11.659202198408241,0.0,0.0
p3,64.09,30.98,6.37,59,6,66,OFF,2026-05-19 00:29:44,0,1,0,30.74591613188722,3.094535795896293,33.72412279585772
p1,63.57,26.55,4.48,81,31,50,ON,2026-05-19 00:29:45,0,1,1,0.0,2.6071742707690566,20.932593745210276
p3,63.34,27.44,7.48,31,5,7,OFF,2026-05-19 00:29:47,0,1,0,3.5352518166869427,3.9753242315037083,82.52272104135105
p2,56.88,33.07,5.55,83,12,54,ON,2026-05-19 00:29:54,0,1,1,6.774681073968575,7.633981693202471,27.70191129598654
p3,69.84,23.89,5.83,66,7,5,OFF,2026-05-19 00:29:54,0,1,0,16.210484268329562,0.6453091001724296,59.10520464878677
p2,73.49,27.13,6.29,58,0,84,OFF,2026-05-19 00:29:56,0,1,0,25.880428913954198,0.9772264805930437,35.29860386088574
p3,56.33,31.68,7.03,41,18,58,OFF,2026-05-19 00:30:00,0,1,0,19.57001134619427,9.744222212459679,40.57094583099841
p3,74.74,16.88,7.78,35,54,53,OFF,2026-05-19 00:30:05,0,1,0,0.0,0.0,29.36319543089169
p3,58.08,33.77,5.79,72,62,69,OFF,2026-05-19 00:30:06,0,1,0,19.235616067286973,9.126965572356784,4.873493537870267
p1,51.21,37.59,4.44,19,34,13,OFF,2026-05-19 00:30:11,0,1,0,4.895034962312917,14.369993158255625,65.87325146882398
p1,68.38,25.42,7.21,37,85,69,OFF,2026-05-19 00:30:13,0,1,0,20.089901038770194,0.0,19.091483902469285
p1,51.81,37.07,4.0,60,53,49,OFF,2026-05-19 00:30:15,0,1,0,0.0,14.92489423822075,14.276191138753042
p2,70.35,31.91,4.32,100,98,69,OFF,2026-05-19 00:30:22,0,1,0,4.0386253098041935,5.137639621196597,1.5840560390835676
p3,49.63,35.42,4.7,25,0,27,OFF,2026-05-19 00:30:22,0,1,0,0.0,16.111750954324112,73.57347440486606
p3,45.21,39.59,4.55,34,7,23,OFF,2026-05-19 00:30:24,0,1,0,4.215813735080761,20.910977150839706,66.49058263543867
p1,57.47,29.22,4.8,16,92,57,ON,2026-05-19 00:30:24,0,1,1,0.0,7.535057072403883,30.41326107683139
p3,68.11,19.1,4.47,90,40,17,OFF,2026-05-19 00:30:25,0,1,0,4.457163469343485,0.0,34.51366158702305
p1,48.17,36.04,7.05,58,71,63,ON,2026-05-19 00:30:26,0,1,1,7.306310325389901,13.103819323248711,5.433332169147517
p3,62.1,34.78,4.22,31,71,32,OFF,2026-05-19 00:30:28,0,1,0,0.7874596095609552,4.919623065801637,34.53566751850274
p1,80.0,15.13,7.29,66,61,93,OFF,2026-05-19 00:30:31,0,1,0,8.138423952315987,0.0,7.227349198909398
p1,51.16,37.44,4.0,40,67,27,ON,2026-05-19 00:30:31,0,1,1,0.0,12.316135582508975,41.28953504338125
p1,66.39,31.28,4.34,43,84,50,OFF,2026-05-19 00:30:40,0,1,0,0.0,1.5978799740469871,15.860583364924183
p3,53.09,31.49,5.97,27,2,6,OFF,2026-05-19 00:30:47,0,1,0,2.0454455921271766,12.17487793179193,77.80053375529288
p3,50.17,35.8,7.58,11,20,31,OFF,2026-05-19 00:30:48,0,1,0,2.161835008987536,12.054863679856776,64.49696256920713
p1,75.44,19.51,6.56,31,43,55,OFF,2026-05-19 00:30:49,0,1,0,17.88099826913421,0.0,31.795397912779073
p3,54.11,38.76,7.53,29,47,86,ON,2026-05-19 00:30:49,0,1,1,3.102166919296131,13.790806024680474,31.108394164690715
p1,52.97,35.14,4.13,11,92,6,OFF,2026-05-19 00:30:54,0,1,0,0.0,10.282067429667942,61.24744303667113
p3,58.18,29.19,4.34,70,84,32,OFF,2026-05-19 00:30:57,0,1,0,3.512816916059252,8.139141780747435,15.25293551560456
p2,56.15,34.08,5.71,60,31,66,OFF,2026-05-19 00:30:58,0,1,0,2.92052066673957,8.46490385767651,22.11312243034738
p2,46.7,38.63,5.82,94,45,92,ON,2026-05-19 00:31:00,0,1,1,0.0,18.253190639774928,5.818478372220154
p1,76.04,23.09,6.92,22,94,61,OFF,2026-05-19 00:31:00,0,1,0,11.476448693204809,2.1094912608043006,24.530789579478984
p1,57.1,29.48,6.6,98,8,83,OFF,2026-05-19 00:31:07,0,1,0,22.773272930520044,8.853922650477532,27.30813740750419
p2,62.1,33.62,5.58,61,51,51,OFF,2026-05-19 00:31:08,0,1,0,11.579360022688604,5.726739403320813,9.457877299173916
p3,72.27,28.83,4.0,21,1,58,OFF,2026-05-19 00:31:13,0,1,0,0.0,0.0,54.41080622793748
p2,76.88,20.47,6.07,44,38,71,OFF,2026-05-19 00:31:16,0,1,0,16.938107281233133,1.740989560111948,21.898459710903865
p2,72.73,26.78,5.28,24,15,64,OFF,2026-05-19 00:31:16,0,1,0,2.6326802058695065,0.0,50.187061513156586
p2,51.25,37.54,4.65,82,50,93,OFF,2026-05-19 00:31:17,0,1,0,0.6766427588109123,14.020312648357308,5.9992227404540905
p3,77.42,18.01,4.0,77,95,5,OFF,2026-05-19 00:31:18,0,1,0,0.0,0.38736928049584035,30.780552021274463
p3,61.78,31.33,4.0,69,32,31,OFF,2026-05-19 00:31:26,0,1,0,2.1266878052184923,5.003183838304371,25.007350820066293
p3,78.67,19.05,7.96,8,16,93,OFF,2026-05-19 00:31:29,0,1,0,2.2508515514601357,0.5054350140902858,51.33877362605571
p1,65.17,31.68,5.03,24,10,13,OFF,2026-05-19 00:31:34,0,1,0,1.5572500717613686,0.4862850322129153,77.25280421550633
p1,76.65,20.8,7.35,58,55,5,ON,2026-05-19 00:31:35,0,1,1,9.656692859489935,0.0,29.558727917107113
p1,61.72,28.09,4.0,86,78,68,OFF,2026-05-19 00:31:36,0,1,0,0.8996548135341264,5.146023019942654,3.673888072799414
p1,74.25,18.65,6.07,3,2,33,OFF,2026-05-19 00:31:38,0,1,0,11.635945315426518,0.27875186627837334,74.53004856943163
p2,47.17,38.75,4.76,49,76,28,OFF,2026-05-19 00:31:41,0,1,0,0.0,18.800565261436727,30.424771517880195
p3,51.26,39.87,5.7,35,14,73,OFF,2026-05-19 00:31:47,0,1,0,0.13976737060849198,13.9054005987182,39.96582507309753
p2,57.89,35.14,4.0,72,77,70,ON,2026-05-19 00:31:47,0,1,1,0.0,5.851253458984559,3.1467111455147476
p1,47.89,38.91,4.02,95,57,86,OFF,2026-05-19 00:31:51,0,1,0,0.0,17.973694521506157,11.203430110170538
p2,70.68,25.17,6.89,40,23,87,OFF,2026-05-19 00:31:55,0,1,0,19.86396902092974,0.21994408550833966,28.443625004373466
p2,58.49,39.67,6.06,99,3,98,OFF,2026-05-19 00:31:56,0,1,0,0.0,8.67150518613153,32.08613144358195
p1,55.58,27.27,7.87,11,55,85,ON,2026-05-19 00:31:56,0,1,1,2.393405214013517,7.655310857280723,28.25972238553457
p3,52.77,37.05,5.3,2,63,1,OFF,2026-05-19 00:31:57,0,1,0,1.640101345711321,14.807952565350533,68.1224120298104
p1,79.0,15.97,6.52,26,62,14,OFF,2026-05-19 00:32:00,0,1,0,6.432230702773529,0.0,46.74810456197589
p3,72.89,20.1,7.43,52,12,30,OFF,2026-05-19 00:32:04,0,1,0,3.8180148522933046,0.0,50.91566275685921
p1,72.7,27.97,7.36,19,93,18,OFF,2026-05-19 00:32:05,0,1,0,7.485960114067457,1.3566730540459744,46.212309592067925
p2,80.0,17.13,4.0,58,64,86,OFF,2026-05-19 00:32:08,0,1,0,2.2202836425910393,0.0,8.657412802173711
p3,49.43,38.39,4.25,25,7,12,OFF,2026-05-19 00:32:08,0,1,0,0.0,15.710279292881394,72.49703174924674
p2,80.0,15.76,7.79,27,14,47,OFF,2026-05-19 00:32:12,0,1,0,0.0,2.417865716201235,57.409122315012006
p3,73.24,16.67,4.76,31,47,24,OFF,2026-05-19 00:32:12,0,1,0,1.8454495163574403,0.0,45.088038553853664
p3,74.12,33.19,4.0,100,72,1,OFF,2026-05-19 00:32:19,0,1,0,0.5659787967743393,2.571214228547588,26.8445595467381
p2,60.86,35.6,7.38,39,55,50,OFF,2026-05-19 00:32:19,0,1,0,2.4328154422621564,1.5278469209421681,28.995336785811567
p1,62.73,28.31,5.88,30,25,58,ON,2026-05-19 00:32:20,0,1,1,22.863293025300504,3.004106199272741,40.32428783104623
p3,72.52,17.21,4.0,85,28,99,OFF,2026-05-19 00:32:24,0,1,0,0.7888128951103913,0.0,22.565013174483973
p3,70.9,31.14,5.12,21,25,50,OFF,2026-05-19 00:32:27,0,1,0,0.0,0.44325359638442263,53.13775259846634
p3,74.28,15.57,5.1,99,76,25,OFF,2026-05-19 00:32:33,0,1,0,1.312443044473969,1.6221757044427982,16.02661551721964
p1,73.31,21.33,4.82,50,86,82,OFF,2026-05-19 00:32:33,0,1,0,0.0,0.0,10.271346386663437
p2,71.5,27.38,4.0,63,4,9,OFF,2026-05-19 00:32:34,0,1,0,4.012326685868292,0.8407837693596185,60.363113818990726
p2,46.57,39.79,8.01,24,30,78,ON,2026-05-19 00:32:35,0,1,1,3.8159084836927,17.14671068781639,44.57890959995932
p2,55.96,36.74,7.93,7,45,82,OFF,2026-05-19 00:32:37,0,1,0,0.0,6.867776192352384,42.36518471904871
p1,57.81,29.85,5.98,28,57,75,ON,2026-05-19 00:32:41,0,1,1,28.749232780750017,5.531520339884557,24.213088389605165
p1,80.0,19.44,4.97,77,93,56,OFF,2026-05-19 00:32:43,0,1,0,0.0,1.4416402291803245,1.5056243965998135
p3,80.0,20.71,4.0,46,81,80,OFF,2026-05-19 00:32:46,0,1,0,0.0,0.0,12.479907839804504
p2,64.62,29.49,5.88,3,70,46,OFF,2026-05-19 00:32:47,0,1,0,21.744070792013442,0.5780269755764378,46.54535520440339
p1,58.5,31.46,4.45,41,22,23,OFF,2026-05-19 00:32:47,0,1,0,0.0,6.319419915565355,54.74795815765559
p3,61.56,29.89,7.64,58,42,90,OFF,2026-05-19 00:32:48,0,1,0,9.507394812818339,6.850932800937346,14.604481870316002
p1,57.39,32.16,6.01,93,53,58,OFF,2026-05-19 00:32:49,0,1,0,33.01722540510865,9.064905648244553,3.043320608422098
p3,61.35,38.82,5.92,86,74,8,OFF,2026-05-19 00:32:51,0,1,0,0.6989457380152091,4.907244209420349,25.707125591123095
p1,59.66,28.87,4.0,62,100,34,OFF,2026-05-19 00:32:53,0,1,0,0.0,7.559270545673329,13.688448853976968
p2,80.0,17.41,6.04,64,98,1,OFF,2026-05-19 00:32:54,0,1,0,5.847094408056888,0.0,31.959400390810035
p1,62.62,28.45,4.0,99,16,65,OFF,2026-05-19 00:32:55,0,1,0,4.840179569523089,4.68514970560101,27.653155563793074
p1,75.77,18.98,4.96,28,5,48,OFF,2026-05-19 00:32:56,0,1,0,0.0,0.0,56.748623270929095
p1,64.37,25.34,7.61,65,62,36,ON,2026-05-19 00:33:01,0,1,1,13.142726393398858,2.914886747683732,17.376392900405136
p2,56.29,37.68,5.29,60,33,83,OFF,2026-05-19 00:33:03,0,1,0,6.728069893953549,9.010799531793523,12.037414656823811
p2,67.33,21.14,5.49,88,63,7,OFF,2026-05-19 00:33:08,0,1,0,4.624061442327279,0.0,29.5996707690029
p2,65.74,22.4,4.0,54,8,4,OFF,2026-05-19 00:33:08,0,1,0,0.0,0.034284580385528673,64.77909978162951
p3,67.25,16.51,4.0,60,39,8,OFF,2026-05-19 00:33:09,0,1,0,0.0,0.4160162695803223,42.23989045764427
p3,74.56,20.55,4.0,68,78,82,OFF,2026-05-19 00:33:12,0,1,0,0.0,0.0,1.5955114512107635
p1,56.29,36.69,6.55,95,81,81,OFF,2026-05-19 00:33:21,0,1,0,14.034281554336294,10.302430258992986,0.0
p3,77.88,15.54,5.61,82,11,46,OFF,2026-05-19 00:33:22,0,1,0,3.689417717633037,0.0,26.786269977177035
p1,67.91,28.77,7.67,1,71,51,ON,2026-05-19 00:33:22,0,1,1,0.4871549659554484,2.2460585908970367,43.81937540246318
p1,54.94,36.3,5.98,20,42,52,ON,2026-05-19 00:33:22,0,1,1,9.125841218118829,11.1563330930549,40.72905268404458
p3,64.1,29.27,4.0,90,38,92,OFF,2026-05-19 00:33:26,0,1,0,0.0,2.019115417938102,10.637120004177497
p1,53.69,36.87,5.33,75,81,51,ON,2026-05-19 00:33:34,0,1,1,5.716374497213293,10.916426531451076,1.838285989045846
p1,60.96,23.97,4.0,98,100,88,OFF,2026-05-19 00:33:36,0,1,0,0.0,4.0548111936478985,0.0
p1,66.29,29.5,6.73,44,15,29,OFF,2026-05-19 00:33:38,0,1,0,21.93492873286,2.250380614550549,54.35588864751996
p3,77.99,17.3,8.54,3,81,5,OFF,2026-05-19 00:33:42,0,1,0,1.6394113867736035,3.0926987290974126,69.05084919646555
p1,52.91,39.3,4.0,62,52,62,OFF,2026-05-19 00:33:48,0,1,0,2.289962759113384,13.976130632697275,9.030552061802062
p1,60.3,28.9,5.67,32,65,37,ON,2026-05-19 00:33:52,0,1,1,18.16315591824537,6.558984924723765,27.956978339616263
p2,58.6,33.08,4.0,53,37,46,OFF,2026-05-19 00:33:54,0,1,0,0.0,11.714768292290424,29.09640281269415
p1,65.75,23.09,7.05,46,12,66,OFF,2026-05-19 00:33:55,0,1,0,30.26216642983637,1.2374377151517661,37.73470795536508
p1,75.67,15.31,6.3,87,34,29,OFF,2026-05-19 00:33:59,0,1,0,6.643875785126872,0.7269652669675535,32.59213087822269
p2,57.88,36.24,5.26,1,31,17,OFF,2026-05-19 00:34:01,0,1,0,1.318766434754719,9.188022611482479,76.03072584802464
p3,57.27,33.73,5.63,26,87,81,OFF,2026-05-19 00:34:03,0,1,0,1.466342507477112,6.730051033617618,14.200427134512335
p2,62.58,31.1,8.22,21,23,14,ON,2026-05-19 00:34:03,0,1,1,1.538213450515433,2.9351475453718674,71.10941082381169
p1,65.51,27.35,6.56,96,13,13,OFF,2026-05-19 00:34:05,0,1,0,20.0339139729764,0.34324609996149924,46.463245982014065
p3,77.46,16.24,4.02,71,33,67,OFF,2026-05-19 00:34:07,0,1,0,0.0,0.9714209658293426,9.945340091443375
p2,80.0,17.45,5.9,44,81,70,OFF,2026-05-19 00:34:08,0,1,0,9.034608794541466,0.0,13.1187902951951
p3,54.57,33.6,7.24,10,30,3,OFF,2026-05-19 00:34:09,0,1,0,3.6324081823361345,10.591335138211454,78.6013343797216
p2,53.0,35.44,6.96,1,50,74,ON,2026-05-19 00:34:10,0,1,1,6.758882891510867,13.547181930222697,36.65674353756058
p2,56.84,33.42,5.48,92,43,99,ON,2026-05-19 00:34:11,0,1,1,9.17944413442736,9.835726108056207,11.061097672225287
p3,60.59,30.29,4.82,40,61,0,OFF,2026-05-19 00:34:12,0,1,0,0.0,4.828918495438126,49.658437595226374
p2,48.34,36.78,7.56,27,40,65,ON,2026-05-19 00:34:12,0,1,1,1.4067221286512703,14.840007354682664,33.2988233257406
p1,58.71,30.59,4.0,80,97,14,ON,2026-05-19 00:34:13,0,1,1,0.8112563539550637,8.323412097479782,21.607655425108327
p1,78.33,16.48,5.93,93,23,68,OFF,2026-05-19 00:34:14,0,1,0,4.71932924064,1.1608367713647987,16.53555019795844
p2,69.83,19.0,4.0,43,33,65,ON,2026-05-19 00:34:16,0,1,1,1.418866094844124,0.0,31.498849026319625
p3,76.25,15.08,4.26,3,39,30,OFF,2026-05-19 00:34:17,0,1,0,0.0,0.0,57.57159509840702
p2,54.04,35.67,4.56,80,88,59,OFF,2026-05-19 00:34:19,0,1,0,0.0,11.366773193025145,3.7197271719312193
p3,56.67,35.96,6.09,30,55,30,ON,2026-05-19 00:34:19,0,1,1,13.699255009354207,10.226244575681546,38.97808673313501
p2,48.43,38.07,4.0,34,13,14,OFF,2026-05-19 00:34:20,0,1,0,0.0,17.331652242409657,67.60723334317669
p3,64.74,19.46,4.0,71,34,48,OFF,2026-05-19 00:34:22,0,1,0,0.0,0.6338590017632143,14.875736883760025
p3,55.23,37.0,7.32,83,43,30,OFF,2026-05-19 00:34:22,0,1,0,9.15554835059331,11.243871297038288,24.296692214877396
p1,57.23,31.84,4.15,55,63,14,OFF,2026-05-19 00:34:27,0,1,0,7.662086635244314,8.088205203567233,33.94601970592887
p2,50.42,31.86,7.05,12,15,92,ON,2026-05-19 00:34:33,0,1,1,3.3974280902877068,12.432222467729158,50.20129605223353
p2,64.22,23.97,6.18,4,33,38,OFF,2026-05-19 00:34:35,0,1,0,22.901571566132773,0.8276034134381199,62.02222339122922
p1,80.0,18.35,4.55,51,84,22,OFF,2026-05-19 00:34:36,0,1,0,0.0,0.028486779960162408,30.26703676103707
p3,67.51,30.74,8.43,4,49,55,OFF,2026-05-19 00:34:37,0,1,0,0.0,1.558981124972115,41.22662789534519
p2,42.96,39.28,4.0,94,52,84,OFF,2026-05-19 00:34:40,0,1,0,0.0,17.695640643334794,6.774545575263387
p1,53.65,33.95,4.43,21,74,2,ON,2026-05-19 00:34:45,0,1,1,0.0,10.576274997605855,49.70901916674853
p2,57.67,36.1,6.33,89,58,21,OFF,2026-05-19 00:34:50,0,1,0,15.461054857563402,8.363308479633728,22.618989614652182
p2,58.87,34.28,4.45,16,67,49,OFF,2026-05-19 00:34:54,0,1,0,1.6342264746705877,6.623945012141451,39.06883179000935
p3,80.0,15.31,5.15,94,22,6,OFF,2026-05-19 00:34:57,0,1,0,0.0,0.0,52.740882048880934
p3,63.39,33.71,4.16,81,45,7,OFF,2026-05-19 00:35:00,0,1,0,2.1088786425164425,4.076487056206881,36.9588938458261
p3,60.83,25.62,6.53,21,96,70,OFF,2026-05-19 00:35:00,0,1,0,43.57650831026781,2.560564219427051,24.88443135581799
p2,65.98,24.65,6.83,65,17,33,OFF,2026-05-19 00:35:02,0,1,0,39.28616133446893,0.0,37.56627654088342
p1,66.15,19.33,7.5,37,52,52,OFF,2026-05-19 00:35:03,0,1,0,9.591604809182629,0.0,24.8806963024936
p1,68.34,31.45,5.15,26,32,5,OFF,2026-05-19 00:35:05,0,1,0,0.6039435566575186,2.8636716082526843,68.47352700691161
p2,55.12,38.78,4.0,94,12,10,OFF,2026-05-19 00:35:06,0,1,0,1.8462695153803341,13.252329559229961,49.157215952042804
p1,45.6,36.65,4.0,37,14,46,OFF,2026-05-19 00:35:11,0,1,0,0.0,19.19069235864211,51.21963987520378
p1,73.0,21.18,7.98,8,67,98,OFF,2026-05-19 00:35:14,0,1,0,1.4824083190685864,0.0,39.0310605013784
p1,80.0,16.19,4.21,100,27,37,OFF,2026-05-19 00:35:20,0,1,0,0.0,0.0,29.288034505144125
p2,75.52,19.45,7.55,16,20,6,OFF,2026-05-19 00:35:25,0,1,0,6.647148098443997,0.3849515716222941,73.86155243225534
p2,67.16,25.59,5.91,18,45,67,OFF,2026-05-19 00:35:33,0,1,0,28.527705701092014,1.104886675385388,31.228923655787604
p1,70.61,23.49,5.77,31,22,44,OFF,2026-05-19 00:35:35,0,1,0,19.108163305997945,1.3324568294143107,51.27706507618736
p1,69.94,20.69,5.04,75,58,70,OFF,2026-05-19 00:35:36,0,1,0,0.0,0.0,0.8733930420660375
p2,63.81,29.38,5.29,21,86,21,OFF,2026-05-19 00:35:36,0,1,0,4.685525954597806,2.456414631326112,48.94628216187637
p2,76.11,23.67,5.56,94,88,46,OFF,2026-05-19 00:35:36,0,1,0,9.107593397565434,1.1809842446641938,5.767518305153529
p1,60.19,38.37,7.57,0,91,1,OFF,2026-05-19 00:35:37,0,1,0,0.0,7.842006429955491,70.38660748472475
p1,61.68,26.96,4.0,25,29,90,OFF,2026-05-19 00:35:42,0,1,0,0.5371776270525055,2.4914227500808126,39.525102479650826
p3,53.75,36.98,8.48,5,82,12,OFF,2026-05-19 00:35:48,0,1,0,3.6553366034340913,11.029264699135652,57.27617204455447
p2,74.09,15.84,4.0,75,40,18,OFF,2026-05-19 00:35:57,0,1,0,0.0,0.0,31.42858351096127
p3,55.76,32.49,6.81,52,59,7,OFF,2026-05-19 00:36:09,0,1,0,16.022564904734516,8.333307048633342,34.30357377583556
p2,61.13,37.82,5.9,72,95,72,OFF,2026-05-19 00:36:10,0,1,0,6.745510788676513,4.982377660543434,5.9680786757448345
p3,80.0,17.58,7.78,33,48,15,OFF,2026-05-19 00:36:11,0,1,0,0.0,0.0,49.18453876985085
p1,50.26,38.5,4.0,70,16,67,OFF,2026-05-19 00:36:12,0,1,0,0.0,14.81541822534898,25.091437002888693
p3,50.16,36.85,8.1,5,97,41,ON,2026-05-19 00:36:13,0,1,1,0.0,14.315581851932102,42.59991891717708
p2,76.79,16.45,7.31,92,63,6,OFF,2026-05-19 00:36:14,0,1,0,0.0,0.0,25.265269165639474
p2,51.17,34.3,6.57,98,42,55,OFF,2026-05-19 00:36:15,0,1,0,11.193499848011783,13.532261953952634,11.40362162514093
p1,50.03,37.3,5.89,39,81,58,OFF,2026-05-19 00:36:17,0,1,0,5.728277677609891,13.178513803816458,20.671998652769176
p1,46.3,39.67,4.11,78,50,35,OFF,2026-05-19 00:36:18,0,1,0,0.0,18.639033438785773,16.858857257384095
p3,54.23,39.4,4.0,74,67,76,OFF,2026-05-19 00:36:22,0,1,0,0.0,9.603223128407006,0.0
p2,74.45,16.59,4.25,31,36,88,OFF,2026-05-19 00:36:27,0,1,0,2.364723172005117,0.04500980779641018,33.624287469949536
p2,64.33,33.91,4.06,22,17,24,OFF,2026-05-19 00:36:27,0,1,0,0.8193357726509543,2.197755006670242,68.33917306531113
p3,64.48,33.4,6.87,87,13,99,OFF,2026-05-19 00:36:31,0,1,0,11.20448829628119,2.880652827425492,29.665386611822708
p2,57.75,33.87,4.23,52,59,41,OFF,2026-05-19 00:36:34,0,1,0,0.0,8.06754591647702,21.061251435117484
p3,76.93,19.63,4.0,80,19,36,OFF,2026-05-19 00:36:41,0,1,0,2.5103954646024462,0.0,36.14250435138318
p2,62.3,32.77,4.0,47,14,86,ON,2026-05-19 00:36:41,0,1,1,1.051528104416701,1.7710915289336358,38.47361518444518
p1,52.63,37.22,6.99,94,44,94,ON,2026-05-19 00:36:43,0,1,1,12.615682758357234,10.263188054808452,4.962006485781056
p2,54.06,38.27,4.0,34,93,12,OFF,2026-05-19 00:36:47,0,1,0,1.26111202634054,10.61666959136167,41.320530104380836
p1,49.35,39.43,4.0,79,67,42,OFF,2026-05-19 00:36:48,0,1,0,1.1639021350778884,15.42208017410562,6.221995341709366
p1,63.96,27.42,4.0,75,63,46,OFF,2026-05-19 00:36:48,0,1,0,0.0,1.032628079201324,3.3719837855566412
p3,54.46,25.9,4.0,27,14,39,OFF,2026-05-19 00:36:50,0,1,0,2.4543277905278313,10.254817895869198,60.281116466716476
p2,79.52,19.16,4.97,23,40,14,OFF,2026-05-19 00:36:53,0,1,0,2.16353239199949,0.0,60.34383448551758
p1,73.37,17.8,5.9,37,49,89,OFF,2026-05-19 00:36:53,0,1,0,15.36683733605048,0.0,23.396382926116456
p2,61.28,31.48,4.0,45,95,75,OFF,2026-05-19 00:36:54,0,1,0,0.0,4.280855560518135,5.379745190635298
p2,58.75,30.89,6.45,37,60,15,OFF,2026-05-19 00:36:58,0,1,0,27.40482979047879,6.972289754474828,47.219062154803225
p1,65.47,22.39,4.01,56,4,30,OFF,2026-05-19 00:37:01,0,1,0,0.0,0.8458270782368766,49.94876293490775
p3,67.32,21.45,5.41,62,58,50,OFF,2026-05-19 00:37:01,0,1,0,14.293696744553998,3.035068697989694,16.681754057290554
p2,77.82,16.48,5.57,76,7,60,OFF,2026-05-19 00:37:03,0,1,0,8.012019108925767,0.0,23.54701240015131
p1,79.3,16.26,4.0,91,7,23,OFF,2026-05-19 00:37:08,0,1,0,0.0,0.0,44.93121757696196
p3,43.26,37.53,4.0,57,13,70,OFF,2026-05-19 00:37:09,0,1,0,0.0,20.66068592022914,24.970399220892162
p2,57.94,33.38,6.88,70,89,48,OFF,2026-05-19 00:37:10,0,1,0,24.753585863942476,7.61986556119878,7.402164401512303
p2,78.32,21.31,5.8,52,16,17,OFF,2026-05-19 00:37:12,0,1,0,5.235315672834859,0.0,51.95938743230315
p3,73.49,17.38,7.72,3,17,54,ON,2026-05-19 00:37:15,0,1,1,4.361309662743067,0.0,57.833631116652306
p2,48.96,34.2,4.0,60,24,75,OFF,2026-05-19 00:37:16,0,1,0,0.0,14.195748161420479,20.09298366426628
p2,80.0,16.42,8.13,0,79,42,OFF,2026-05-19 00:37:16,0,1,0,0.0,0.0,48.6478546618978
p3,58.67,36.55,4.94,79,98,38,OFF,2026-05-19 00:37:19,0,1,0,0.0,4.95658997831433,13.713338323123693
p2,74.12,24.15,6.95,64,84,20,OFF,2026-05-19 00:37:19,0,1,0,16.549640365168298,0.0,29.64662798902583
p1,62.02,29.51,7.32,82,20,16,OFF,2026-05-19 00:37:23,0,1,0,8.866784320420287,2.239862418850316,42.15340645257055
p1,65.07,27.94,4.06,71,8,3,OFF,2026-05-19 00:37:31,0,1,0,0.0,2.0666798179394226,58.024879165771985
p3,57.87,33.95,4.0,49,40,99,OFF,2026-05-19 00:37:33,0,1,0,0.0,8.698137756121444,17.7109417762152
p2,56.18,39.86,4.0,40,10,14,OFF,2026-05-19 00:37:33,0,1,0,3.3392315813954654,8.679181065628688,65.31067240547826
p2,55.18,34.44,4.0,72,1,91,ON,2026-05-19 00:37:34,0,1,1,0.0,9.631657054155319,29.49609563910384
p1,73.63,22.58,4.27,70,1,63,OFF,2026-05-19 00:37:35,0,1,0,0.0,0.0,32.44598145143363
p3,49.27,35.64,5.19,57,50,83,ON,2026-05-19 00:37:43,0,1,1,0.8634437281073386,14.188490074725957,15.15632857714931
p1,67.67,21.7,4.0,89,51,67,OFF,2026-05-19 00:37:45,0,1,0,3.1573022215382682,0.8534728510535183,7.710042177757658
